"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Chad","TCD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.8","2.6","2.5","2.3","2.3","2.2","2.3","2.4","2.5","2.6","2.85","3.1","3.4","3.8","4.2","4.7","5.2","6","6.7","7.5","8.4","9.5","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6874147232097","36.3348534353383","37.457833300802","38.6749296344258","40.0648560084729","41.4444321133887","43.3262926691907","45.3348088391373","47.9075885650026","50.582005018674","53.1703317806776","56.1136864335094","59.1343449377538","62.2197646819917","65.2930650467126","68.1312847786328","71.1072330200496","73.892037393652","76.3848740765616","78.8708193670423","80.8091078108227","82.8923196906279","84.7370102244087","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7508722715273","91.2028405958694","91.6597958048465","92.0666472409861","92.481425217654","92.8523653287059","93.2074376010681","93.4025618747944","93.7203831304429","93.9592702636862","94.1500942236019","94.3351532482256","94.4867251624452","94.5922135498353","94.7492289912874","94.7871148629532","94.869076942866","94.8860030265033","94.9433654003888","94.9655083657086","94.911032842755","94.7844402153795","94.720267416172","","",
"Togo","TGO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.4","0.5","0.7","0.9","1.1","1.5","1.8","2.3","2.8","3.3","3.9","4.5","5.3","6","6.7","7.6","8.1","9","9.6","10.4","11","11.9","","",
"Thailand","THA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.1","62.6","63.8","64.9","65.9","67.1","68.2","69.4","70.5","71.55","72.8","74","75.3","76.4","77.4","78.7","79.8","81","82.2","83.1","84.3","85.3","86.1","","",
"Tajikistan","TJK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1","39.95","44.1","48","52","55.6","59.6","62.2","65.2","67.6","69.7","71.5","73.4","74.8","76.4","77.6","79.3","80.6","81.7","83.1","84.3","85.2","86.1","","",
"Turkmenistan","TKM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3","99.4","99.5","99.6","99.7","99.7","99.8","99.8","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.8","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.617103321511","81.4024224526597","81.9346511469136","82.5291726895561","83.0976496963558","83.5368480796962","83.9821379589928","84.3818362091649","84.8360783329164","85.1984717853694","85.5750668011966","85.9272884118512","86.2818842373464","86.6232290804831","86.9382145334235","87.2579760281762","87.5500212195204","87.8732387703317","88.1434554350403","88.4477161056477","88.6440993553282","88.8910252049731","89.0587874375244","","",
"Timor-Leste","TLS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","1.1","1.2","1.5","1.7","2","2.3","2.7","3.2","3.8","4.5","5.2","6","6.9","8","9","10.2","11.15","12.4","13.7","14.9","16.4","17.7","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.936811099443","61.4620342330633","62.8941568666018","64.1456396108374","65.1753295930257","66.2445555492139","67.0992979003723","67.9349843114329","68.6783209435252","69.2409063891666","69.8099063576961","70.3436192020798","70.9541339623536","71.4742875880479","71.961119427414","72.5885550433799","73.0680242162024","73.4889080178301","74.0404628248137","74.4802594731448","74.9040517422831","75.2911027411907","75.7405974113114","","",
"Tonga","TON","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1","35.9","38.8","41.6","44.6","47.2","49.6","52.4","54.9","57.1","59.6","62.3","64.7","66.8","69.7","72.5","75.5","78","80.8","83.6","85.5","87.6","89.5","","",
"South Asia (IDA & IBRD)","TSA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6113812370133","21.7785898058872","22.8597990511342","23.6928061955776","24.8993093421361","25.6705209545722","26.7895994327987","28.0677544509236","29.2527980186588","30.6832891500748","32.4801334239458","34.280268723994","36.1630106394583","38.7552074103872","40.9979162892995","43.7895145918796","46.9960763659893","50.1286440226954","54.0268163128872","57.3517377778331","61.5242586961748","64.9220993615262","68.580874393044","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.85109970685606","9.0956024556204","9.35164984929991","9.6474561345457","9.94832613492735","10.2683857002333","10.6269377849847","10.9734946185169","11.3197595742186","11.7137643725788","12.1220930730405","12.5105759549654","12.9616579742066","13.4456992297376","14.0556544930521","14.7615790084379","15.5858431728747","16.4986566457088","17.5951838859024","18.7778111770342","20.0056130092159","21.1314966386594","22.239945329929","","",
"Trinidad and Tobago","TTO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Tunisia","TUN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","92.5","94.2","95.6","96.6","97.4","98.1","98.5","98.9","99.2","99.4","99.5","99.6","99.7","99.8","99.8","99.8","99.8","99.8","99.8","99.9","99.9","99.9","","",
"Turkiye","TUR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","90.5","91.2","91.7","92.3","92.8","93.3","93.5","93.8","94","94.2","94.5","94.6","94.7","94.8","94.8","95","95","95.1","95.2","95.3","95.2","95.1","","",
"Tuvalu","TUV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","9.1","10.9","13","15.8","18.85","22.9","27.3","33.3","39.2","45.1","50.5","55.8","60.4","63.8","66.3","69.1","70.4","72","73.1","73.8","74.9","75.2","","",
"Tanzania","TZA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.7","0.8","0.8","0.9","1","1.1","1.2","1.4","1.6","1.9","2.2","2.7","3.2","3.9","4.5","5.3","6.2","7.2","8.1","9.2","","",
"Uganda","UGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.6","","",
"Ukraine","UKR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9","91.5","92","92.4","92.8","93.3","93.7","93.8","94.2","94.3","94.55","94.6","94.9","95","95.1","95.3","95.2","95.1","95.3","95.2","95.1","94.95","94.9","","",
"Upper middle income","UMC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4693617420147","53.267350050221","54.3467744021457","55.5184503493285","56.7945200177084","58.029572093177","59.6116215272652","61.2321446327032","63.297205539269","65.3962192663727","67.3964187184255","69.5932228842998","71.8257823513603","74.0484322212441","76.2444332084405","78.2196697026152","80.277377455765","82.1836772323154","83.8738388947458","85.5907332717407","86.8716046165448","88.2666403161478","89.4640033822857","","",
"Uruguay","URY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"United States","USA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Uzbekistan","UZB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.95","83.5","84.1","84.5","84.7","85","85.2","85.1","85.4","85.5","85.6","85.3","85.2","84.7","84.4","83.8","83.3","82.5","82","81.1","80.1","79","77.8","","",
"St. Vincent and the Grenadines","VCT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8","95.8","95.9","95.9","95.8","96","95.9","95.9","95.8","95.7","95.7","95.5","95.2","95","94.7","94.3","93.8","93.5","93.1","92.3","91.8","90.9","90","","",
"Venezuela, RB","VEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2","97.2","97","96.9","96.9","96.9","96.8","96.8","96.7","96.8","96.7","96.6","96.8","96.6","96.6","96.4","96.2","96.1","95.9","95.8","95.5","95.1","95","","",
"British Virgin Islands","VGB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6","16.5","19.3","22.6","25.9","29.35","33.1","36.8","41","45.1","49.8","55.2","60.4","66.3","72.1","78","83.6","88","91.7","94.2","96","97.1","98.1","","",
"Vanuatu","VUT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","15","15.2","15.1","14.9","14.7","14.4","13.9","13.4","12.9","12.2","11.6","10.8","10.3","9.7","9.1","8.7","8","7.6","7.25","7.1","6.6","6.4","","",
"World","WLD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.1666460883022","49.6863458810757","50.307849009263","50.904286998247","51.6116615010316","52.2199937573985","53.038971875679","53.9105037140358","54.934136354584","56.0050170224157","57.1082962279642","58.3002331217238","59.5495688485653","60.9543345446539","62.2904088976113","63.6969537121187","65.2272562828093","66.6831170081874","68.2440148869911","69.685504021452","71.1422843390958","72.4370389532721","73.7421982661794","","",
"Samoa","WSM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","18.7","19.4","20.2","21.1","21.9","22.9","23.7","24.8","25.9","26.7","27.8","28.8","29.4","30.7","31.6","32.65","33.9","34.8","36.3","37.25","38.4","39.6","","",
"Kosovo","XKX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.65","55.5","56.5","56.8","57.8","57.9","58.7","59.1","59.6","59.6","59.5","59.5","59.1","59.1","58.2","57.4","56.5","55.4","54","52.6","51.2","49.6","48.3","","",
"South Africa","ZAF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","58","60","62.3","64.5","66.7","69","71.2","73.3","75.3","77.1","78.7","80","81.4","82.8","83.8","84.9","85.8","86.6","87.4","88.1","88.7","89.4","","",
"Zambia","ZMB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","14.3","14.6","15","15.3","15.8","16","16.1","16.1","16.1","16","15.8","15.5","15","14.6","13.9","13.4","12.6","11.9","11.1","10.4","9.6","9","","",
"Zimbabwe","ZWE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","33.8","33.6","33","32.4","31.9","31.6","31.2","30.7","30.5","30.4","30.2","30.2","30","30","30","30","30.1","30.3","30.3","30.5","30.5","30.8","","",
